Date,ndvi,sm
2018-12-16,0.299052920763448,0.293295236794572
2018-12-17,0.30241694982649,0.58623085273533
2018-12-18,0.305780978889532,0.695258069168505
2018-12-19,0.309145007952574,0.771799963137555
2018-12-20,0.312509037015616,0.819065800105181
2018-12-21,0.315873066078659,0.84997182021299
2018-12-22,0.319237095141701,0.73704515822639
2018-12-23,0.318612411437247,0.644690438377604
2018-12-24,0.317987727732794,0.62289893245989
2018-12-25,0.32778498228745,0.605977419796509
2018-12-26,0.341788967611336,0.592580634660709
2018-12-27,0.355792952935223,0.538049147906996
2018-12-28,0.364032451923077,0.493669207051051
2018-12-29,0.374074835526316,0.42591588958927
2018-12-30,0.390854314271255,0.37045240658631
2018-12-31,0.409436677631579,0.324172543873076
2019-01-01,0.428019040991903,0.315846689019115
2019-01-02,0.443976151315789,0.308826699942236
2019-01-03,0.460534223178138,0.302884022445277
2019-01-04,0.471810159412956,0.325221269328364
2019-01-05,0.485489941801619,0.344249811811662
2019-01-06,0.499169724190283,0.359412264664959
2019-01-07,0.49942276062753,0.372387299230121
2019-01-08,0.499675797064777,0.38351038855011
2019-01-09,0.506041244939271,0.363632658562472
2019-01-10,0.512406692813765,0.346543448942924
2019-01-11,0.518772140688259,0.350532271406459
2019-01-12,0.518400493421053,0.35396877624747
2019-01-13,0.516225961538462,0.356931902004133
2019-01-14,0.515039853238866,0.356325134572929
2019-01-15,0.511449898785425,0.355801230395414
2019-01-16,0.507859944331984,0.391334140015229
2019-01-17,0.509552125506073,0.422044646291211
2019-01-18,0.511244306680162,0.448597928739446
2019-01-19,0.495450435188009,0.498526841433252
2019-01-20,0.482661371388165,0.541724998880993
2019-01-21,0.46987230758832,0.579109500639455
2019-01-22,0.450970832351228,0.631081080679363
2019-01-23,0.434473203267983,0.674289696901297
2019-01-24,0.436790068146525,0.711512164901336
2019-01-25,0.439106933025068,0.743676734184603
2019-01-26,0.44142379790361,0.771507026535474
2019-01-27,0.442752239199157,0.756188776892408
2019-01-28,0.44648452664855,0.737495851598994
2019-01-29,0.449631667336809,0.762165093221146
2019-01-30,0.452778808025068,0.785345932685811
2019-01-31,0.455925948713327,0.805971579654829
2019-02-01,0.471751449760136,0.82160394725971
2019-02-02,0.487576950806944,0.835151202896789
2019-02-03,0.509981399222173,0.823212871359989
2019-02-04,0.532385847637403,0.812866181406466
2019-02-05,0.552386449898786,0.803898619723434
2019-02-06,0.553572558198381,0.756585169931971
2019-02-07,0.554758666497976,0.715576228497386
2019-02-08,0.552702745445344,0.680031042562622
2019-02-09,0.54944490131579,0.712932591166569
2019-02-10,0.546187057186235,0.742023154200018
2019-02-11,0.543514359817814,0.732034961466002
2019-02-12,0.540841662449393,0.723377074741015
2019-02-13,0.537299152327935,0.715872222320264
2019-02-14,0.53856433451417,0.695584296262708
2019-02-15,0.539829516700405,0.677997985534904
2019-02-16,0.534515751518218,0.7060170397214
2019-02-17,0.529201986336032,0.730305271191814
2019-02-18,0.515530111336032,0.751359556459985
2019-02-19,0.501858236336032,0.75400906536813
2019-02-20,0.488186361336032,0.756305827763203
2019-02-21,0.477756515688259,0.710733705524029
2019-02-22,0.468528593117409,0.671228917080171
2019-02-23,0.459300670546559,0.63698359906838
2019-02-24,0.449471786437247,0.603397268187569
2019-02-25,0.43784001771255,0.574282325133244
2019-02-26,0.42707806174089,0.54696338366185
2019-02-27,0.41631610576923,0.584953237558378
2019-02-28,0.40555414979757,0.621634484423541
2019-03-01,0.394792193825911,0.620331466494222
2019-03-02,0.384030237854251,0.619201891274186
2019-03-03,0.381626391700404,0.618222700103296
2019-03-04,0.379222545546558,0.624654078815501
2019-03-05,0.375616776315789,0.630229270890305
2019-03-06,0.37201100708502,0.671557280576409
2019-03-07,0.368405237854251,0.708755216912005
2019-03-08,0.364799468623481,0.741269828743661
2019-03-09,0.361794660931174,0.710954738011875
2019-03-10,0.360592737854251,0.684675310052978
2019-03-11,0.359390814777327,0.706615185693842
2019-03-12,0.36419850708502,0.725634377638511
2019-03-13,0.362395622469635,0.742121691756833
2019-03-14,0.360592737854251,0.753554096180407
2019-03-15,0.358789853238866,0.763464578435537
2019-03-16,0.358489372469635,0.76997570460361
2019-03-17,0.358188891700404,0.784720229595923
2019-03-18,0.357888410931174,0.797501941143444
2019-03-19,0.357587930161943,0.769841442824756
2019-03-20,0.357287449392712,0.745863170323639
2019-03-21,0.356986968623481,0.725076935490082
